,original_title,genre,release_year,runtime,prediction
1239,The Cell,"Horror,Science Fiction,Thriller",2000,107,0.0
1240,Secretariat,Drama,2010,123,0.0
1241,TMNT,"Adventure,Animation,Comedy,Family",2007,90,0.0
1242,Radio,Drama,2003,109,1.0
1243,Friends with Benefits,"Romance,Comedy",2011,109,1.0
1244,Neighbors 2 Sorority Rising,Comedy,2016,91,1.0
1245,Saving Mr. Banks,"Comedy,Drama,History",2013,125,0.0
1246,Malcolm X,"Drama,History",1992,202,0.0
1247,This Is 40,Comedy,2012,134,1.0
1248,Old Dogs,"Comedy,Family",2009,88,0.0
1249,Underworld Rise of the Lycans,"Fantasy,Action,Adventure,Science Fiction,Thriller",2009,92,0.0
1250,License to Wed,Comedy,2007,91,0.0
1251,Must Love Dogs,"Comedy,Romance",2005,98,1.0
1252,Donnie Brasco,"Crime,Drama,Thriller",1997,127,1.0
1253,Resident Evil,"Horror,Action,Science Fiction",2002,100,0.0
1254,Poltergeist,Horror,1982,114,0.0
1255,Max Payne,Action,2008,100,1.0
1256,In Time,"Action,Thriller,Science Fiction",2011,109,1.0
1257,The BackUp Plan,"Comedy,Romance",2010,106,1.0
1258,Something Borrowed,"Comedy,Drama,Romance",2011,112,1.0
1259,The Bad News Bears,"Comedy,Family",1976,102,0.0
1260,Street Fighter,"Action,Adventure,Thriller",1994,102,0.0
1261,The Pianist,"Drama,War",2002,150,0.0
1262,House of Wax,Horror,2005,113,1.0
1263,Closer,"Drama,Romance",2004,104,1.0
1264,J. Edgar,"Drama,Crime,History",2011,137,1.0
1265,Mirrors,"Horror,Mystery,Thriller",2008,110,1.0
1266,Queen of the Damned,"Drama,Fantasy,Horror",2002,101,0.0
1267,Predator 2,"Science Fiction,Action,Thriller",1990,108,1.0
1268,Untraceable,Drama,2008,101,1.0
1269,Blast from the Past,"Comedy,Romance",1999,112,1.0
1270,Flash Gordon,Science Fiction,1980,111,1.0
1271,Jersey Girl,"Comedy,Romance",2004,102,0.0
1272,Alex Cross,"Action,Thriller,Crime,Mystery",2012,101,1.0
1273,Midnight in the Garden of Good and Evil,"Crime,Drama,Mystery,Thriller",1997,155,1.0
1274,Heist,"Crime,Action,Thriller",2015,93,0.0
1275,Nanny McPhee and the Big Bang,"Comedy,Fantasy",2010,109,1.0
1276,The X Files I Want to Believe,"Drama,Mystery,Science Fiction,Thriller",2008,104,1.0
1277,Ella Enchanted,"Family,Fantasy,Comedy",2004,96,1.0
1278,Concussion,Drama,2015,123,0.0
1279,Abduction,"Thriller,Action,Mystery",2011,106,0.0
1280,Valiant,"Animation,Family,Adventure",2005,76,0.0
1281,Superhero Movie,"Action,Comedy,Science Fiction",2008,85,1.0
1282,Broken City,"Thriller,Crime,Drama",2013,109,0.0
1283,Cursed,"Horror,Comedy",2005,97,1.0
1284,Premium Rush,"Crime,Action,Thriller",2012,91,0.0
1285,Hot Pursuit,"Action,Comedy,Crime",2015,87,1.0
1286,The Four Feathers,"War,Adventure,Drama,Romance",2002,132,1.0
1287,Parker,"Action,Crime",2013,118,1.0
1288,Wimbledon,"Comedy,Romance",2004,98,0.0
1289,Furry Vengeance,Comedy,2010,92,1.0
1290,Krull,"Fantasy,Action,Adventure",1983,117,0.0
1291,Lions for Lambs,"Action,Adventure,Drama,History",2007,92,0.0
1292,Walk Hard The Dewey Cox Story,"Comedy,Music",2007,96,0.0
1293,American Outlaws,"Action,Western",2001,94,0.0
1294,The Young Victoria,"Drama,History,Romance",2009,105,0.0
1295,Whiteout,"Action,Crime,Mystery,Thriller",2009,101,0.0
1296,The Tree of Life,"Drama,Fantasy",2011,139,0.0
1297,Sabotage,"Action,Drama,Thriller,Crime",2014,110,1.0
1298,The Order,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",2003,102,0.0
1299,Punisher War Zone,"Action,Crime",2008,102,0.0
1300,Zoom,"Family,Fantasy,Comedy",2006,83,0.0
1301,The Walk,"Adventure,Drama,Thriller",2015,123,0.0
1302,A Good Year,"Comedy,Drama,Romance",2006,118,0.0
1303,Radio Flyer,Drama,1992,114,0.0
1304,Femme Fatale,"Thriller,Crime,Romance",2002,114,0.0
1305,Le Hussard sur le toit,"War,Adventure,Drama,Romance",1995,135,0.0
1306,Ride with the Devil,"Drama,War,Romance,Western",1999,138,0.0
1307,The Maze Runner,"Action,Mystery,Science Fiction,Thriller",2014,113,0.0
1308,Unfinished Business,Comedy,2015,91,1.0
1309,The Age of Innocence,"Drama,Romance",1993,139,1.0
1310,The Fountain,"Drama,Adventure,Science Fiction,Romance",2006,96,0.0
1311,Chill Factor,"Action,Comedy,Thriller",1999,101,0.0
1312,Stolen,"Action,Crime,Drama,Thriller",2012,96,1.0
1313,The Longest Ride,"Drama,Romance",2015,128,1.0
1314,The Astronaut's Wife,"Drama,Science Fiction,Thriller",1999,109,1.0
1315,Mandela Long Walk to Freedom,"Drama,History",2013,141,1.0
1316,Reds,"Drama,History",1981,195,0.0
1317,A Few Good Men,Drama,1992,138,1.0
1318,Exit Wounds,"Action,Crime,Thriller",2001,101,1.0
1319,Big Momma's House,"Crime,Comedy",2000,98,1.0
1320,The Darkest Hour,"Horror,Action,Thriller,Science Fiction",2011,89,1.0
1321,Step Up Revolution,"Music,Drama,Romance",2012,99,1.0
1322,Snakes on a Plane,"Action,Crime,Horror,Thriller",2006,105,0.0
1323,The Punisher,"Action,Crime,Drama",2004,124,1.0
1324,Goal! The Dream Begins,Drama,2005,118,1.0
1325,Safe,"Action,Crime,Thriller",2012,94,1.0
1326,Return of the Jedi,"Adventure,Action,Science Fiction",1983,135,0.0
1327,Doomsday,"Action,Thriller,Science Fiction",2008,108,0.0
1328,The Reader,"Drama,Romance",2008,124,1.0
1329,Wanderlust,Comedy,2012,98,1.0
1330,Elf,"Comedy,Family,Fantasy",2003,97,1.0
1331,Phenomenon,"Drama,Fantasy,Romance,Science Fiction",1996,123,1.0
1332,Nacho Libre,"Comedy,Family",2006,92,0.0
1333,Bridesmaids,"Comedy,Romance",2011,125,0.0
1334,This Is the End,"Action,Comedy",2013,107,0.0
1335,Stigmata,Horror,1999,103,0.0
1336,Men of Honor,Drama,2000,129,0.0
1337,Takers,"Action,Crime,Drama,Thriller",2010,107,1.0
1338,The Big Wedding,Comedy,2013,90,1.0
1339,"Big Mommas Like Father, Like Son","Crime,Comedy,Action",2011,107,1.0
1340,Source Code,"Thriller,Science Fiction,Mystery",2011,93,0.0
1341,Alive,"Action,Adventure,Drama,Thriller",1993,120,1.0
1342,The Number 23,"Thriller,Drama,Mystery",2007,101,0.0
1343,The Young and Prodigious T.S. Spivet,"Adventure,Drama,Family",2013,105,0.0
1344,1941,"Action,Comedy",1979,113,0.0
1345,A History of Violence,"Drama,Thriller,Crime",2005,96,1.0
1346,Transporter 2,"Action,Thriller,Crime",2005,87,0.0
1347,The Quick and the Dead,"Action,Western",1995,107,1.0
1348,Laws of Attraction,"Action,Comedy,Romance,Thriller",2004,90,0.0
1349,Repo Men,"Action,Science Fiction,Thriller,Crime",2010,111,0.0
1350,The Incredible Burt Wonderstone,Comedy,2013,100,0.0
1351,Cats Don't Dance,"Animation,Comedy,Family,Music",1997,75,1.0
1352,The Good German,"War,Crime,Drama,Mystery,Romance,Thriller",2006,108,0.0
1353,Apocalypse Now,"Drama,War",1979,153,1.0
1354,Going the Distance,"Comedy,Drama,Romance",2010,102,0.0
1355,Criminal,Action,2016,113,1.0
1356,Out of Africa,Drama,1985,161,0.0
1357,Flight,Drama,2012,138,0.0
1358,Moonraker,"Action,Adventure,Thriller,Science Fiction",1979,126,1.0
1359,The Grand Budapest Hotel,"Comedy,Drama",2014,99,0.0
1360,Hearts in Atlantis,"Drama,Mystery",2001,101,0.0
1361,Arachnophobia,"Comedy,Horror",1990,103,1.0
1362,Frequency,"Crime,Drama,Science Fiction,Thriller",2000,118,1.0
1363,Vacation,Comedy,2015,99,0.0
1364,Get Shorty,"Comedy,Thriller,Crime",1995,105,1.0
1365,Chicago,"Action,Comedy,Crime,Drama,Music",2002,113,0.0
1366,Big Daddy,"Comedy,Drama",1999,93,1.0
1367,American Pie 2,"Comedy,Romance",2001,108,0.0
1368,Toy Story,"Animation,Comedy,Family",1995,81,0.0
1369,Speed,"Action,Adventure,Crime",1994,116,1.0
1370,The Vow,"Drama,Romance",2012,104,0.0
1371,Extraordinary Measures,Drama,2010,105,1.0
1372,Remember the Titans,Drama,2000,113,1.0
1373,The Hunt for Red October,"Action,Adventure,Thriller",1990,134,0.0
1374,The Butler,Drama,2013,132,1.0
1375,DodgeBall A True Underdog Story,Comedy,2004,92,1.0
1376,The Addams Family,"Horror,Comedy,Fantasy",1991,99,1.0
1377,Ace Ventura When Nature Calls,"Crime,Comedy,Adventure",1995,90,1.0
1378,The Princess Diaries,"Comedy,Family,Romance",2001,115,1.0
1379,The First Wives Club,Comedy,1996,102,1.0
1380,Se7en,"Crime,Mystery,Thriller",1995,127,0.0
1381,District 9,Science Fiction,2009,112,1.0
1382,The SpongeBob SquarePants Movie,"Animation,Comedy,Family",2004,87,0.0
1383,Mystic River,"Thriller,Crime,Drama,Mystery",2003,138,0.0
1384,Million Dollar Baby,Drama,2004,132,0.0
1385,Analyze This,"Comedy,Crime",1999,103,0.0
1386,The Notebook,"Romance,Drama",2004,123,2.0
1387,27 Dresses,"Comedy,Romance",2008,111,1.0
1388,Hannah Montana The Movie,"Comedy,Drama,Family,Music,Romance",2009,102,0.0
1389,The Prince of Tides,"Drama,Romance",1991,132,1.0
1390,Legends of the Fall,"Adventure,Drama,Romance,War",1994,133,1.0
1391,Up in the Air,"Drama,Romance",2009,109,1.0
1392,About Schmidt,"Drama,Comedy",2002,125,0.0
1393,Warm Bodies,"Horror,Comedy,Romance",2013,97,0.0
1394,Looper,"Action,Thriller,Science Fiction",2012,118,1.0
1395,Babe,"Fantasy,Drama,Comedy,Family",1995,89,0.0
1396,Hope Springs,"Drama,Comedy,Romance",2012,100,0.0
1397,Forgetting Sarah Marshall,"Comedy,Romance,Drama",2008,111,1.0
1398,Four Brothers,"Action,Crime",2005,109,1.0
1399,Baby Mama,Comedy,2008,99,0.0
1400,Bride Wars,Comedy,2009,89,1.0
1401,Without a Paddle,"Action,Adventure,Comedy,Thriller",2004,95,0.0
1402,13 Going on 30,"Comedy,Fantasy,Romance",2004,98,0.0
1403,Midnight in Paris,"Fantasy,Comedy,Romance",2011,94,0.0
1404,Blow,"Crime,Drama",2001,124,0.0
1405,Message in a Bottle,"Romance,Drama",1999,131,3.0
1406,Star Trek V The Final Frontier,"Science Fiction,Action,Adventure,Thriller",1989,107,0.0
1407,The Naked Gun 33� The Final Insult,"Comedy,Crime",1994,83,0.0
1408,A View to a Kill,"Adventure,Action,Thriller",1985,131,0.0
1409,The Curse of the WereRabbit,"Adventure,Animation,Comedy,Family",2005,85,1.0
1410,P.S. I Love You,"Drama,Romance",2007,126,0.0
1411,Racing Stripes,Comedy,2005,102,0.0
1412,Atonement,"Drama,Romance",2007,123,1.0
1413,Black Rain,"Action,Thriller,Crime",1989,125,0.0
1414,The Three Stooges,Comedy,2012,92,1.0
1415,Corpse Bride,"Romance,Fantasy,Animation,Music",2005,77,1.0
1416,Sicario,"Action,Crime,Drama,Mystery,Thriller",2015,121,1.0
1417,Southpaw,"Action,Drama",2015,123,1.0
1418,Drag Me to Hell,"Horror,Thriller",2009,99,1.0
1419,The Age of Adaline,"Fantasy,Drama,Romance",2015,112,0.0
1420,Step Up 3D,"Drama,Romance",2010,107,0.0
1421,Blue Crush,Adventure,2002,104,0.0
1422,Stranger Than Fiction,"Comedy,Drama,Fantasy,Romance",2006,113,1.0
1423,30 Days of Night,"Horror,Thriller",2007,113,1.0
1424,The Cabin in the Woods,"Horror,Thriller",2012,95,1.0
1425,Meet the Spartans,Comedy,2008,84,0.0
1426,Midnight Run,"Adventure,Comedy,Crime",1988,126,0.0
1427,The Running Man,"Action,Science Fiction",1987,101,0.0
1428,Little Shop of Horrors,"Horror,Comedy,Music",1986,94,1.0
1429,Hanna,"Action,Thriller,Adventure",2011,111,0.0
1430,Mortal Kombat Annihilation,"Action,Fantasy,Science Fiction",1997,95,1.0
1431,Larry Crowne,"Comedy,Romance,Drama",2011,98,1.0
1432,Carrie,"Drama,Horror",2013,100,1.0
1433,Take the Lead,Music,2006,108,1.0
1434,Gridiron Gang,"Action,Adventure,Crime,Drama",2006,125,0.0
1435,9,"Action,Adventure,Animation,Science Fiction,Thriller",2009,79,1.0
1436,Side Effects,"Thriller,Crime,Drama",2013,106,0.0
1437,Winnie the Pooh,"Animation,Family",2011,63,1.0
1438,Dumb and Dumberer When Harry Met Lloyd,Comedy,2003,85,0.0
1439,Bulworth,"Comedy,Drama",1998,108,0.0
1440,Virtuosity,"Action,Crime,Science Fiction,Thriller",1995,106,1.0
1441,Sanctum,"Action,Thriller",2011,108,0.0
1442,Little Black Book,"Comedy,Romance,Drama",2004,111,1.0
1443,The FiveYear Engagement,Comedy,2012,124,0.0
1444,Mr. 3000,"Comedy,Drama",2004,104,0.0
1445,The Next Three Days,"Romance,Drama,Thriller,Crime",2010,133,0.0
1446,Ultraviolet,"Science Fiction,Action,Thriller",2006,87,1.0
1447,Assault on Precinct 13,Thriller,2005,109,1.0
1448,The Replacement Killers,"Action,Drama,Crime,Thriller",1998,87,0.0
1449,Fled,"Action,Comedy,Thriller",1996,98,1.0
1450,Love & Other Drugs,"Drama,Comedy,Romance",2010,112,1.0
1451,88 Minutes,"Crime,Mystery,Thriller",2007,108,0.0
1452,North Country,Drama,2005,126,1.0
1453,The Whole Ten Yards,"Comedy,Thriller,Crime",2004,98,0.0
1454,Howard the Duck,"Comedy,Fantasy,Science Fiction",1986,110,0.0
1455,Pride and Glory,"Thriller,Crime,Drama",2008,130,1.0
1456,The Cave,"Action,Adventure,Horror,Thriller",2005,97,1.0
1457,Alex & Emma,"Comedy,Romance",2003,96,1.0
1458,Wicker Park,"Drama,Mystery,Romance,Thriller",2004,114,0.0
1459,Fright Night,"Horror,Comedy",2011,106,0.0
1460,The New World,"Drama,History,Romance",2005,135,0.0
1461,Godsend,"Drama,Horror,Science Fiction,Thriller",2004,102,0.0
1462,Chasing Liberty,"Comedy,Romance",2004,111,1.0
1463,Hoodwinked Too! Hood VS. Evil,"Comedy,Animation,Family",2011,86,1.0
1464,An Unfinished Life,Drama,2005,108,0.0
1465,The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery",2009,123,1.0
1466,Barney's Version,"Comedy,Drama",2010,134,0.0
1467,Runner Runner,"Crime,Thriller,Drama",2013,91,1.0
1468,Antitrust,"Action,Crime,Drama",2001,108,1.0
1469,Glory,War,1989,122,0.0
1470,DOA Dead or Alive,"Adventure,Action,Thriller",2006,87,1.0
1471,The Assassination of Jesse James by the Coward Robert Ford,"Action,Drama,Western",2007,160,0.0
1472,Machine Gun Preacher,"Action,Thriller,Crime",2011,129,0.0
1473,Sausage Party,"Adventure,Animation,Comedy,Fantasy",2016,83,1.0
1474,Pitch Perfect 2,"Comedy,Music",2015,115,0.0
1475,Walk the Line,"Drama,Music,Romance",2005,136,1.0
1476,Keeping the Faith,Comedy,2000,127,0.0
1477,Confessions of a Dangerous Mind,"Comedy,Crime,Drama,Romance,Thriller",2002,113,1.0
1478,Serving Sara,"Comedy,Romance",2002,100,1.0
1479,The Boss,Comedy,2016,91,1.0
1480,Seed of Chucky,"Drama,Horror,Comedy",2004,87,1.0
1481,The Jacket,"Drama,Mystery,Thriller,Fantasy",2005,103,0.0
1482,Aladdin,"Animation,Family,Comedy,Adventure,Fantasy,Romance",1992,90,1.0
1483,Straight Outta Compton,"Drama,Music",2015,147,1.0
1484,Indiana Jones and the Temple of Doom,"Adventure,Action",1984,118,1.0
1485,The Rugrats Movie,"Animation,Family",1998,79,0.0
1486,Along Came a Spider,"Crime,Mystery,Thriller,Action",2001,104,1.0
1487,Florence Foster Jenkins,"Comedy,Drama",2016,110,0.0
1488,Once Upon a Time in Mexico,Action,2003,102,1.0
1489,Die Hard,"Action,Thriller",1988,131,0.0
1490,Role Models,Comedy,2008,99,1.0
1491,The Big Short,"Comedy,Drama",2015,130,1.0
1492,Miracle,"Drama,History",2004,135,0.0
1493,Dawn of the Dead,"Fantasy,Horror,Action",2004,101,0.0
1494,The Wedding Planner,Comedy,2001,103,0.0
1495,The Royal Tenenbaums,"Comedy,Drama",2001,110,0.0
1496,Identity,"Mystery,Thriller",2003,90,0.0
1497,Last Vegas,Comedy,2013,105,0.0
1498,For Your Eyes Only,"Adventure,Action,Thriller",1981,127,0.0
1499,Serendipity,"Comedy,Romance",2001,90,3.0
1500,Timecop,"Thriller,Science Fiction,Action,Crime",1994,99,1.0
1501,Zoolander,Comedy,2001,89,0.0
1502,Safe Haven,Romance,2013,115,3.0
1503,Hocus Pocus,"Comedy,Family,Fantasy",1993,96,0.0
1504,No Reservations,Comedy,2007,104,0.0
1505,KickAss,"Action,Crime",2010,117,1.0
1506,30 Minutes or Less,"Action,Adventure,Comedy",2011,83,0.0
1507,Dracula 2000,"Thriller,Horror",2000,99,0.0
1508,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family,Comedy",2014,81,0.0
1509,Pride & Prejudice,"Drama,Romance",2005,135,0.0
1510,Blade Runner,"Science Fiction,Drama,Thriller",1982,117,1.0
1511,Rob Roy,Adventure,1995,139,1.0
1512,3 Days to Kill,"Action,Drama,Thriller,Crime",2014,113,1.0
1513,We Own the Night,"Drama,Crime,Thriller",2007,117,0.0
1514,Just My Luck,"Comedy,Drama,Family,Fantasy,Romance",2006,103,1.0
1515,"Mystery, Alaska","Drama,Comedy",1999,119,1.0
1516,The Spy Next Door,"Action,Comedy,Family",2010,94,1.0
1517,A Simple Wish,"Adventure,Comedy,Family,Fantasy",1997,86,0.0
1518,Ghosts of Mars,"Action,Horror,Science Fiction",2001,98,1.0
1519,Our Brand Is Crisis,"Comedy,Drama",2015,108,1.0
1520,Pride and Prejudice and Zombies,"Romance,Horror,Comedy,Thriller",2016,108,1.0
1521,Kundun,Drama,1997,134,1.0
1522,How to Lose Friends & Alienate People,"Comedy,Romance,Drama",2008,110,0.0
1523,KickAss 2,"Action,Adventure,Crime",2013,103,0.0
1524,Brick Mansions,"Action,Crime,Drama",2014,90,1.0
1525,Octopussy,"Adventure,Action,Thriller",1983,131,0.0
1526,Knocked Up,"Comedy,Romance,Drama",2007,129,0.0
1527,My Sister's Keeper,Drama,2009,109,3.0
1528,Welcome Home Roscoe Jenkins,"Comedy,Drama",2008,114,1.0
1529,A Passage to India,"Drama,Adventure,History",1984,163,0.0
1530,Notes on a Scandal,"Drama,Romance",2006,92,1.0
1531,Rendition,"Drama,Thriller",2007,120,0.0
1532,Star Trek VI The Undiscovered Country,"Science Fiction,Action,Adventure,Thriller",1991,113,0.0
1533,Kiss the Girls,"Drama,Mystery,Thriller,Crime",1997,115,1.0
1534,The Blues Brothers,"Music,Comedy,Action,Crime",1980,133,1.0
1535,The Sisterhood of the Traveling Pants 2,"Adventure,Comedy,Drama,Family",2008,117,0.0
1536,About a Boy,"Drama,Comedy,Romance",2002,101,3.0
1537,Lake Placid,"Horror,Comedy,Action,Science Fiction,Thriller",1999,82,1.0
1538,Lucky Number Slevin,"Drama,Thriller,Crime,Mystery",2006,110,0.0
1539,The Right Stuff,"Drama,History",1983,193,1.0
1540,Anonymous,"Drama,History,Thriller",2011,130,1.0
1541,The Neverending Story,"Drama,Family,Fantasy,Adventure",1984,102,1.0
1542,Dark City,"Mystery,Science Fiction",1998,100,1.0
1543,Return to Oz,"Adventure,Family,Fantasy",1985,109,0.0
1544,The Newton Boys,"Crime,Action,Drama",1998,113,0.0
1545,Case 39,"Horror,Mystery,Thriller",2009,109,0.0
1546,Suspect Zero,"Crime,Thriller",2004,99,1.0
1547,Spy Kids All the Time in the World,"Family,Comedy,Action",2011,89,0.0
1548,Money Monster,Thriller,2016,98,0.0
1549,The 51st State,"Thriller,Action,Comedy,Crime",2001,93,1.0
1550,Mindhunters,"Mystery,Thriller,Crime",2004,106,1.0
1551,What Just Happened,"Comedy,Drama",2008,104,0.0
1552,Paul Blart Mall Cop,"Action,Adventure,Comedy,Family",2009,91,1.0
1553,Freaky Friday,Comedy,2003,97,1.0
1554,The 40 Year Old Virgin,"Comedy,Romance",2005,116,1.0
1555,Shakespeare in Love,"Romance,History",1998,122,0.0
1556,A Walk Among the Tombstones,"Crime,Drama,Mystery,Thriller",2014,113,0.0
1557,Kindergarten Cop,Comedy,1990,111,0.0
1558,Pineapple Express,"Action,Comedy",2008,111,1.0
1559,EverAfter,"Drama,Romance,Comedy",1998,121,1.0
1560,Open Range,Western,2003,139,1.0
1561,Flatliners,"Drama,Horror,Science Fiction,Thriller",1990,115,0.0
1562,A Bridge Too Far,"Drama,History,War",1977,175,0.0
1563,Red Eye,"Horror,Thriller",2005,85,0.0
1564,Final Destination 2,"Horror,Mystery",2003,90,0.0
1565,"O Brother, Where Art Thou?","Action,Adventure,Comedy",2000,106,1.0
1566,Legion,Horror,2010,100,1.0
1567,Pain & Gain,"Thriller,Crime,Action",2013,130,0.0
1568,Clockstoppers,"Adventure,Family,Science Fiction,Thriller",2002,94,1.0
1569,Brothers,"Drama,Thriller,War",2009,104,0.0
1570,Agent Cody Banks 2 Destination London,Comedy,2004,100,0.0
1571,New Year's Eve,"Comedy,Romance",2011,118,1.0
1572,Original Sin,"Drama,Thriller,Mystery,Romance",2001,118,1.0
1573,The Raven,"Crime,Thriller,Mystery",2012,111,1.0
1574,Welcome to Mooseport,Comedy,2004,110,0.0
1575,Highlander III The Sorcerer,"Action,Fantasy,Science Fiction",1994,99,0.0
1576,Flipper,"Adventure,Family",1996,95,1.0
1577,Selfless,"Science Fiction,Mystery,Thriller",2015,116,1.0
1578,The Constant Gardener,"Drama,Mystery,Thriller",2005,129,0.0
1579,The Passion of the Christ,Drama,2004,127,1.0
1580,Mrs. Doubtfire,"Comedy,Drama,Family",1993,125,0.0
1581,Rain Man,Drama,1988,133,0.0
1582,Gran Torino,Drama,2008,116,1.0
1583,W.,"Drama,History",2008,131,1.0
1584,Taken,"Action,Thriller",2008,93,0.0
1585,The Best of Me,"Drama,Romance",2014,117,1.0
1586,The Bodyguard,"Thriller,Action,Drama,Music,Romance",1992,129,1.0
1587,Schindler's List,"Drama,History,War",1993,195,0.0
1588,The Help,Drama,2011,146,0.0
1589,The Fifth Estate,"Drama,Thriller",2013,128,0.0
1590,Freddy vs. Jason,Horror,2003,97,1.0
1591,Jimmy Neutron Boy Genius,"Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction",2001,83,0.0
1592,Cloverfield,"Action,Thriller,Science Fiction",2008,85,1.0
1593,Teenage Mutant Ninja Turtles II The Secret of the Ooze,"Science Fiction,Adventure,Action,Comedy,Family",1991,88,1.0
1594,The Untouchables,"Crime,Drama,History,Thriller",1987,119,0.0
1595,No Country for Old Men,"Crime,Drama,Thriller",2007,122,1.0
1596,Ride Along,"Action,Comedy",2014,99,1.0
1597,Bridget Jones's Diary,"Comedy,Romance,Drama",2001,97,0.0
1598,Chocolat,"Comedy,Drama,Romance",2000,121,0.0
1599,"Legally Blonde 2 Red, White & Blonde",Comedy,2003,95,0.0
1600,Parental Guidance,Comedy,2012,104,0.0
1601,No Strings Attached,"Comedy,Romance",2011,107,1.0
1602,Tombstone,"Action,Adventure,Drama,History,Western",1993,130,1.0
1603,Romeo Must Die,"Action,Crime,Thriller",2000,115,1.0
1604,The Omen,"Horror,Thriller",1976,111,0.0
1605,Final Destination 3,"Horror,Mystery",2006,93,1.0
1606,The Lucky One,"Drama,Romance",2012,101,0.0
1607,Bridge to Terabithia,"Adventure,Drama,Family",2007,96,0.0
1608,Finding Neverland,Drama,2004,106,0.0
1609,The Grey,"Action,Drama,Thriller",2012,117,0.0
1610,Hide and Seek,"Horror,Mystery,Thriller",2005,101,0.0
1611,Anchorman The Legend of Ron Burgundy,Comedy,2004,94,0.0
1612,GoodFellas,"Drama,Crime",1990,145,0.0
1613,Agent Cody Banks,Action,2003,102,1.0
1614,Nanny McPhee,"Fantasy,Comedy,Family",2005,97,1.0
1615,Scarface,"Action,Crime,Drama,Thriller",1983,170,1.0
1616,The Last Emperor,"Drama,History",1987,163,1.0
1617,Contraband,"Thriller,Action,Drama,Crime",2012,109,0.0
1618,There Will Be Blood,Drama,2007,158,0.0
1619,Undercover Brother,"Action,Comedy",2002,86,1.0
1620,The Sisterhood of the Traveling Pants,"Drama,Comedy",2005,119,0.0
1621,Kiss of the Dragon,"Action,Crime,Thriller",2001,98,0.0
1622,The House Bunny,"Romance,Comedy",2008,97,1.0
1623,Beauty Shop,"Comedy,Romance",2005,105,1.0
1624,Million Dollar Arm,Drama,2014,124,1.0
1625,The Giver,"Drama,Science Fiction",2014,94,1.0
1626,Jeepers Creepers 2,"Horror,Thriller",2003,104,1.0
1627,Good Luck Chuck,"Comedy,Drama,Romance",2007,101,1.0
1628,Cradle 2 the Grave,"Action,Crime,Drama",2003,101,1.0
1629,The Hours,Drama,2002,114,1.0
1630,She's the Man,"Comedy,Drama,Family,Romance",2006,105,1.0
1631,Mr. Bean's Holiday,"Family,Comedy",2007,90,0.0
1632,Anacondas The Hunt for the Blood Orchid,"Adventure,Action,Horror,Science Fiction,Thriller",2004,97,0.0
1633,Blood Ties,"Thriller,Crime,Drama",2013,128,1.0
1634,August Rush,Drama,2007,114,0.0
1635,Elizabeth,"Drama,History",1998,124,0.0
1636,Bride of Chucky,"Horror,Comedy",1998,89,1.0
1637,Tora! Tora! Tora!,"History,Action,Drama,Adventure,War",1970,144,0.0
1638,Spice World,"Adventure,Fantasy,Drama,Comedy,Music",1997,93,0.0
1639,The Sitter,Comedy,2011,81,0.0
1640,The Shawshank Redemption,"Drama,Crime",1994,142,0.0
1641,Crocodile Dundee in Los Angeles,"Adventure,Comedy",2001,92,1.0
1642,Kingpin,Comedy,1996,113,1.0
1643,The Gambler,"Thriller,Crime,Drama",2014,111,1.0
1644,August Osage County,"Comedy,Drama",2013,121,0.0
1645,Ice Princess,"Drama,Comedy,Family",2005,98,0.0
1646,A Lot Like Love,Comedy,2005,107,1.0
1647,Eddie the Eagle,"Comedy,Drama,History",2016,106,0.0
1648,He Got Game,Drama,1998,136,0.0
1649,Don Juan DeMarco,"Romance,Drama,Comedy",1994,97,0.0
1650,Dear John,"Drama,Romance,War",2010,115,1.0
1651,The Losers,"Action,Adventure,Crime,Mystery,Thriller",2010,97,1.0
1652,Don't Be Afraid of the Dark,"Fantasy,Horror,Thriller",2010,99,0.0
1653,War,"Action,Thriller,Crime",2007,103,1.0
1654,PunchDrunk Love,"Comedy,Drama,Romance",2002,95,0.0
1655,EuroTrip,Comedy,2004,93,0.0
1656,The Greatest Game Ever Played,"Drama,Family",2005,120,1.0
1657,The Box,"Thriller,Science Fiction",2009,115,0.0
1658,The Next Best Thing,Comedy,2000,108,1.0
1659,My Soul to Take,"Drama,Horror,Mystery,Thriller",2010,107,0.0
1660,The Girl Next Door,Comedy,2004,108,1.0
1661,Maximum Risk,"Action,Adventure,Thriller",1996,100,0.0
1662,Legend,"Crime,Thriller",2015,131,1.0
1663,Shark Night,"Horror,Thriller",2011,91,0.0
1664,Angela's Ashes,Drama,1999,145,0.0
1665,Draft Day,Drama,2014,109,0.0
1666,The Conspirator,"Crime,Drama,History",2010,122,1.0
1667,Lords of Dogtown,Drama,2005,107,0.0
1668,The 33,"Drama,History",2015,120,0.0
1669,Big Trouble in Little China,"Action,Adventure,Comedy,Fantasy",1986,99,1.0
1670,Warrior,"Action,Drama",2011,140,0.0
1671,Michael Collins,"Drama,Thriller",1996,132,1.0
1672,StopLoss,"Drama,War",2008,113,0.0
1673,Abandon,"Drama,Mystery,Thriller",2002,99,0.0
