,original_title,genre,release_year,runtime,overview,mood
2748,Maggie,Horror,2015,1.5,"There's a deadly zombie epidemic threatening humanity, but Wade, a smalltown farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson costars in this postapocalyptic thriller.",Happy
2749,Leaving Las Vegas,Drama,1995,2.0,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and noninterference pact with prostitute Sera.",Happy
2750,The Boy Next Door,Thriller,2015,1.5,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",Happy
2751,Trapeze,Drama,1956,2.0,A pair of men try to perform the dangerous triple in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.,Happy
2752,The Kids Are All Right,Comedy,2010,2.0,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",Happy
2753,They Live,Action,1988,1.5,"Nada, a downonhisluck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is people being bombarded by media and government with messages like Stay Asleep, No Imagination, Submit to Authority. Even scarier is that he is able to see that some usually normallooking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",Happy
2754,The Great Escape,Adventure,1963,3.0,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a highsecurity 'escapeproof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",Happy
2755,The Last Exorcism Part II,Horror,2013,1.5,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",Happy
2756,Boyhood,Drama,2014,2.5,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 1718, and examines his relationship with his parents as he grows.",Happy
2757,Scoop,Comedy,2006,1.5,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",Happy
2758,The Wash,Action,2001,1.5,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some endsand fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.",Happy
2759,3 Strikes,Action,2000,1.5,"Brian Hooks plays a character who is just released from jail. And the state adopts a 3 strikes rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",Happy
2760,The Misfits,Drama,1961,2.0,"While filing for a divorce, beautiful exstripper Roslyn Taber ends up meeting aging cowboyturnedgambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's halffinished desert home together. When grizzled exrodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",Happy
2761,Topaz,Action,1969,2.5,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring.",Happy
2762,Let's Go to Prison,Comedy,2006,1.5,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prisonand then joining him.",Happy
2763,Four Rooms,Crime,1995,1.5,It's Ted the Bellhop's first night on the joband the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,Happy
2764,Secretary,Comedy,2002,1.5,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employeremployee relationship turns into a sexual, sadomasochistic one.",Happy
2765,Talk Radio,Drama,1988,2.0,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",Happy
2766,You Kill Me,Comedy,2007,1.5,"While drying out on the West Coast, an alcoholic hit man befriends a tarttongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",Happy
2767,Red State,Horror,2011,1.5,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",Happy
2768,Mirrormask,Fantasy,2005,1.5,"In a fantasy world of opposing kingdoms, a 15year old girl must find the fabled MirrorMask in order to save the kingdom and get home",Happy
2769,Joe,Drama,2014,2.0,The roughhewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,Happy
2770,Shooting Fish,Crime,1997,2.0,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medicalschool student (Kate Beckinsale) as a secretary for their latest scam.",Happy
2771,Prison,Crime,1988,1.5,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",Happy
2772,Trust,Crime,2010,1.5,"A suburban family is torn apart when fourteenyearold Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",Happy
2773,Adore,Drama,2013,1.5,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",Happy
2774,Stake Land,Drama,2010,1.5,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.",Happy
2775,Another Happy Day,Comedy,2011,2.0,A wedding at her parents' Annapolis estate hurls highstrung Lynn into the center of touchy family dynamics.,Happy
2776,A Lonely Place to Die,Adventure,2011,1.5,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,Happy
2777,Hell's Angels,Action,1930,2.0,"Two brothers attending Oxford enlist with the Royal Flying Corps when World War I breaks out. Roy and Monte Rutledge have very different personalities. Monte is a freewheeling womanizer, even with his brother's girlfriend Helen. He also proves to have a yellow streak when it comes to his Night Patrol duties. Roy is made of strong moral fiber and attempts to keep his brother in line. Both volunteer for an extremely risky two man bombing mission for different reasons. Monte wants to lose his cowardly reputation and Roy seeks to protect his brother. Roy loves Helen Helen enjoys an affair with Monte before they leave on their mission over Germany they find her in still another man's arms.  Their assignment to knock out a strategic German munitions facility is a booming success, but with a squadron of fighters bearing down on them afterwards, escape seems unlikely.",Happy
2778,A Man for All Seasons,Drama,1966,2.0,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows hes risking his own life. An award winning film from 1966.,Happy
2779,Network,Drama,1976,2.0,A TV network cynically exploits a deranged exTV anchor's ravings and revelations about the media for their own profit.,Happy
2780,Gone with the Wind,Drama,1939,4.0,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,Happy
2781,Major Dundee,War,1965,2.0,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",Happy
2782,Annie Get Your Gun,Action,1950,2.0,"This film adaptation of Irving Berlin's classic musical stars Betty Hutton as gunslinger Annie Oakley, who romances fellow sharpshooter Frank Butler (Howard Keel) as they travel with Buffalo Bill's Wild West Show. Previously off target when it comes to love, Annie proves you can get a man with a gun in this battleofthesexes extravaganza, which features timeless numbers like Anything You Can Do and There's No Business Like Show Business.",Happy
2783,Four Lions,Comedy,2010,1.5,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razorsharp verbal jousting and largescale set pieces, Four Lions is a comic tour de force it shows thatwhile terrorism is about ideologyit can also be about idiots.",Happy
2784,Defendor,Drama,2009,1.5,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante superhero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.",Happy
2785,The Pirate,Music,1948,1.5,"A girl is engaged to the local richman, but meanwhile she has dreams about the legendary pirate Macoco. A traveling singer falls in love with her and to impress her he poses as the pirate.",Happy
2786,The History Boys,Comedy,2006,2.0,"The story of an unruly class of bright, funny history students at a Yorkshire grammar school in pursuit of an undergraduate place at Oxford or Cambridge. Bounced between their maverick English master, a young and shrewd teacher hired to up their test scores, a grossly outnumbered history teacher, and a headmaster obsessed with results, the boys attempt to pass.",Happy
2787,Midnight Cowboy,Drama,1969,2.0,A naive male prostitute and his sickly friend struggle to survive on the streets of New York City.,Happy
2788,The Full Monty,Comedy,1997,1.5,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a onenightonly strip show.",Happy
2789,Airplane!,Comedy,1980,1.5,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a gluesniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",Happy
2790,Friday,Comedy,1995,1.5,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",Happy
2791,Menace II Society,Drama,1993,1.5,"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.",Happy
2792,Creepshow 2,Horror,1987,1.5,"EC Comicsinspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to lifeto exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killedor did she really kill him?",Happy
2793,The Ballad of Cable Hogue,Action,1970,2.0,"Doublecrossed and left without water in the desert, Cable Hogue is saved when he finds a spring. It is in just the right spot for a much needed rest stop on the local stagecoach line, and Hogue uses this to his advantage. He builds a house and makes money off the stagecoach passengers. Hildy, a prostitute from the nearest town, moves in with him. Hogue has everything going his way until the advent of the automobile ends the era of the stagecoach.",Happy
2794,In Cold Blood,Crime,1967,2.0,"A 1967 film based on Truman Capote's book of the same name. After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",Happy
2795,The Nun's Story,Drama,1959,2.5,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,Happy
2796,Harper,Action,1966,2.0,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegalalien smuggling ring.",Happy
2797,Frenzy,Crime,1972,2.0,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",Happy
2798,The Witch,Mystery,2016,1.5,"New England in the 1630s William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",Happy
2799,She's the One,Comedy,1996,1.5,"Mickey, a freespirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common Mickey's exfiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",Happy
2800,Gods and Monsters,Drama,1998,2.0,"It's 1957, and Whale's heyday as the director of Frankenstein, Bride of Frankenstein and The Invisible Man is long behind him. Retired and a semirecluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",Happy
2801,Evil Dead II,Horror,1987,1.5,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from The Book of the Dead.� As they play the recording an evil power is unleashed taking over Lindas body.,Happy
2802,Winter Passing,Comedy,2006,1.5,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an exgrad student and a wouldbe musician have moved in with her father, who cares more about his new friends than he does about his own health and wellbeing.",Happy
2803,High Anxiety,Comedy,1977,1.5,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goingson. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, high anxiety, in order to clear his name.",Happy
2804,Margin Call,Thriller,2011,2.0,A thriller that revolves around the key people at an investment bank over a 24hour period during the early stages of the financial crisis.,Happy
2805,Choke,Comedy,2008,1.5,A sexaddicted conman pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,Happy
2806,Whiplash,Drama,2014,2.0,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",Happy
2807,Human Traffic,Comedy,1999,1.5,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",Happy
2808,Opposite Sex,Comedy,2014,1.5,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, A Bet's a Bet!",Happy
2809,Dreaming of Joseph Lees,Romance,1999,1.5,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him.",Happy
2810,Rosemary's Baby,Horror,1968,2.5,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,Happy
2811,The Man Who Shot Liberty Valance,Western,1962,2.0,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",Happy
2812,Beginners,Drama,2010,2.0,"A young man is rocked by two announcements from his elderly father that he has terminal cancer, and that he has a young male lover.",Happy
2813,Animal House,Comedy,1978,2.0,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",Happy
2814,Goldfinger,Adventure,1964,2.0,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox and obliterate the world's economy.",Happy
2815,It's a Wonderful Life,Drama,1946,2.0,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",Happy
2816,Trainspotting,Drama,1996,1.5,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Happy
2817,Paranormal Activity 2,Horror,2010,1.5,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",Happy
2818,Bowling for Columbine,Documentary,2002,2.0,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscarwinning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a sixyearold girl by another sixyearold, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",Happy
2819,A Nightmare on Elm Street Part 2 Freddy's Revenge,Horror,1985,1.5,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",Happy
2820,A Room with a View,Drama,1985,2.0,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",Happy
2821,The Purge,Science Fiction,2013,1.5,"Given the country's overcrowded prisons, the U.S. government begins to allow 12hour periods of time in which all illegal activity is legal. During one of these freeforalls, a family must protect themselves from a home invasion.",Happy
2822,Sinister,Horror,2012,2.0,"Found footage helps a truecrime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",Happy
2823,Martin Lawrence Live Runteldat,Comedy,2002,2.0,"The controversial badboy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",Happy
2824,Cat on a Hot Tin Roof,Drama,1958,2.0,"Brick, an alcoholic exfootball player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",Happy
2825,Beneath the Planet of the Apes,Adventure,1970,1.5,"Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.",Happy
2826,Air Bud,Comedy,1997,1.5,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12yearold Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketballthat is playing basketballand he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's halftime talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",Happy
2827,Friday the 13th Part VI Jason Lives,Horror,1986,1.5,"As a child, Tommy killed massmurderer Jason. But now, years later, he is tormented by the fear that maybe Jason isnt really dead. Determined to finish off the infamous killer once and for all, Tommy and a friend dig up Jasons corpse in order to cremate him. Unfortunately, things go seriously awry, and Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now its up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.",Happy
2828,The Bridge on the River Kwai,Drama,1957,2.5,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",Happy
2829,Spaced Invaders,Comedy,1990,1.5,"A crew of Martians overhears a radio broadcast of Orson Welles' War of the Worlds coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their brokendown ship in a backwater midAmerican town. As luck would have it, they land on Halloween and get mistaken for trickortreaters. Comedy ensues as the Martians try to get taken seriously.",Happy
2830,Family Plot,Comedy,1976,2.0,Lighthearted suspense film about a phony psychiccon artist and her taxi driverprivate investigator boyfriend who encounter a pair of serial kidnappers while trailing a missing heir in California.,Happy
2831,The Apartment,Comedy,1960,2.0,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",Happy
2832,Jason Goes to Hell The Final Friday,Fantasy,1993,1.5,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bonechilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, bloodsoaked finale to Jason's carnageridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed.",Happy
2833,Torn Curtain,Mystery,1966,2.0,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin and then figuring out a plan to escape back to the West.,Happy
2834,Dave Chappelle's Block Party,Comedy,2005,1.5,"The American comedianactor delivers a story about the alternative Hip Hop scene. A small town Ohio mans moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.",Happy
2835,Elmer Gantry,Drama,1960,2.5,An exfootball player becomes a popular evangelist in the 1920s Midwest.,Happy
2836,Judgment at Nuremberg,Drama,1961,3.0,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",Happy
2837,Red River,Western,1948,2.0,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",Happy
2838,Before Midnight,Romance,2013,2.0,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Happy
2839,Phantasm II,Action,1988,1.5,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",Happy
2840,Woman Thou Art Loosed,Drama,2004,1.5,"An adaptation of Bishop T.D. Jakes' selfhelp novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.",Happy
2841,East Is East,Comedy,1999,1.5,"In 1971 Salford fishandchip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",Happy
2842,Kama Sutra  A Tale of Love,Drama,1996,2.0,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",Happy
2843,Willy Wonka & the Chocolate Factory,Family,1971,1.5,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his topsecret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,Happy
2844,Jawbreaker,Comedy,1999,1.5,"3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",Happy
2845,Basquiat,Drama,1996,2.0,"Director Julian Schnabel illustrates the portrait of his friend, the first AfroAmerican Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980s New York.",Happy
2846,Happiness,Comedy,1998,2.5,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",Happy
2847,Tusk,Comedy,2014,1.5,"When his best friend and podcast cohost goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",Happy
2848,Hobo with a Shotgun,Action,2011,1.5,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how  with a 20gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",Happy
2849,Fish Tank,Drama,2009,2.0,Everything changes for 15 year old Mia when her mum brings home a new boyfriend.,Happy
2850,Bachelorette,Comedy,2012,1.5,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,Happy
2851,The Divide,Science Fiction,2011,2.0,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",Happy
2852,Demonic,Thriller,2015,1.5,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,Happy
2853,Point Blank,Action,1967,1.5,"After being doublecrossed and left for dead, a mysterious man named Walker singlemindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",Happy
2854,Pocketful of Miracles,Comedy,1961,2.5,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",Happy
2855,Freakonomics,Documentary,2010,1.5,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,Happy
2856,Hustle & Flow,Drama,2005,2.0,"With help from his friends, a Memphis pimp in a midlife crisis attempts to become a successful hiphop emcee.",Happy
2857,Some Like It Hot,Comedy,1959,2.0,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an allgirl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings  such as an attractive bandmate and a very determined suitor.",Happy
2858,Friday the 13th Part VII The New Blood,Horror,1988,1.5,"Tina possesses the gift of telekinesis, allowing her to move things and see the future, using the power of her mind. But when a devious doctor tries to exploit her ability, the gift becomes a hellish curse. Tina unwittingly unchains the merciless bloodthirsty Jason Voorhees from his watery grave, igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter.",Happy
2859,The Wizard of Oz,Adventure,1939,1.5,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",Happy
